	gene_symbol
9622	HERC2P10
9623	HERC2P2
9624	HERC2P3
9625	HERC2P4
9626	HERC2P5
9627	HERC2P6
9628	HERC2P7
9629	HERC2P8
9630	HERC2P9
9631	HERC3
9632	HERC4
9633	HERC5
9634	HERC6
9635	HERPUD1
9636	HERPUD2
9637	HES1
9638	HES2
9639	HES3
9640	HES4
9641	HES5
9642	HES6
9643	HES7
9644	HESX1
9645	HEXA
9646	HEXB
9647	HEXDC
9648	HEXIM1
9649	HEXIM2
9650	HEY1
9651	HEY2
9652	HEYL
9653	HFE
9654	HFE2
9655	HFM
9656	HFM1
9657	HGC6.3
9658	HGD
9659	HGF
9660	HGFAC
9661	HGS
9662	HGSNAT
9663	HHAT
9664	HHATL
9665	HHC2
9666	HHC3
9667	HHCM
9668	HHEX
9669	HHIP
9670	HHIPL1
9671	HHIPL2
9672	HHLA1
9673	HHLA2
9674	HHLA3
9675	HIAT1
9676	HIATL1
9677	HIATL2
9678	HIBADH
9679	HIBCH
9680	HIC1
9681	HIC2
9682	HIF1A
9683	HIF1AN
9684	HIF3A
9685	HIGD1A
9686	HIGD1AP1
9687	HIGD1B
9688	HIGD1C
9689	HIGD2A
9690	HIGD2B
9691	HILS1
9692	HIN1L
9693	HINFP
9694	HINT1
9695	HINT1P1
9696	HINT2
9697	HINT3
9698	HIP1
9699	HIP1R
9700	HIPK1
9701	HIPK2
9702	HIPK3
9703	HIPK4
9704	HIRA
9705	HIRIP3
9706	HIST1H1A
9707	HIST1H1B
9708	HIST1H1C
9709	HIST1H1D
9710	HIST1H1E
9711	HIST1H1PS1
9712	HIST1H1PS2
9713	HIST1H1T
9714	HIST1H2AA
9715	HIST1H2AB
9716	HIST1H2AC
9717	HIST1H2AD
9718	HIST1H2AE
9719	HIST1H2AG
9720	HIST1H2AH
9721	HIST1H2AI
9722	HIST1H2AJ
9723	HIST1H2AK
9724	HIST1H2AL
9725	HIST1H2AM
9726	HIST1H2APS1
9727	HIST1H2APS2
9728	HIST1H2APS3
9729	HIST1H2APS4
9730	HIST1H2APS5
9731	HIST1H2APS6
9732	HIST1H2BA
9733	HIST1H2BB
9734	HIST1H2BC
9735	HIST1H2BD
9736	HIST1H2BE
9737	HIST1H2BF
9738	HIST1H2BG
9739	HIST1H2BH
9740	HIST1H2BI
9741	HIST1H2BJ
9742	HIST1H2BK
9743	HIST1H2BL
9744	HIST1H2BM
9745	HIST1H2BN
9746	HIST1H2BO
9747	HIST1H2BPS1
9748	HIST1H2BPS2
9749	HIST1H3A
9750	HIST1H3B
9751	HIST1H3C
9752	HIST1H3D
9753	HIST1H3E
9754	HIST1H3F
9755	HIST1H3G
9756	HIST1H3H
9757	HIST1H3I
9758	HIST1H3J
9759	HIST1H3PS1
9760	HIST1H4A
9761	HIST1H4B
9762	HIST1H4C
9763	HIST1H4D
9764	HIST1H4E
9765	HIST1H4F
9766	HIST1H4G
9767	HIST1H4H
9768	HIST1H4I
9769	HIST1H4J
9770	HIST1H4K
9771	HIST1H4L
9772	HIST1H4PS1
9773	HIST2H2AA3
9774	HIST2H2AA4
9775	HIST2H2AB
9776	HIST2H2AC
9777	HIST2H2BA
9778	HIST2H2BB
9779	HIST2H2BC
9780	HIST2H2BD
9781	HIST2H2BE
9782	HIST2H2BF
9783	HIST2H3A
9784	HIST2H3B
9785	HIST2H3C
9786	HIST2H3D
9787	HIST2H3PS2
9788	HIST2H4A
9789	HIST2H4B
9790	HIST3H2A
9791	HIST3H2BA
9792	HIST3H2BB
9793	HIST3H3
9794	HIST4H4
9795	HIVEP1
9796	HIVEP2
9797	HIVEP3
9798	HJCD
9799	HJURP
9800	HK1
9801	HK2
9802	HK2P1
9803	HK3
9804	HKDC1
9805	HKR1
9806	HLA-A
9807	HLA-B
9808	HLA-C
9809	HLA-DMA
9810	HLA-DMB
9811	HLA-DOA
9812	HLA-DOB
9813	HLA-DPA1
9814	HLA-DPA2
9815	HLA-DPA3
9816	HLA-DPB1
9817	HLA-DPB2
9818	HLA-DQA1
9819	HLA-DQA2
9820	HLA-DQB1
9821	HLA-DQB2
9822	HLA-DQB3
9823	HLA-DRA
9824	HLA-DRB1
9825	HLA-DRB2
9826	HLA-DRB3
9827	HLA-DRB4
9828	HLA-DRB5
9829	HLA-DRB6
9830	HLA-DRB7
9831	HLA-DRB8
9832	HLA-DRB9
9833	HLA-E
9834	HLA-F
9835	HLA-F-AS1
9836	HLA-G
9837	HLA-H
9838	HLA-J
9839	HLA-K
9840	HLA-L
9841	HLA-N
9842	HLA-P
9843	HLA-S
9844	HLA-T
9845	HLA-U
9846	HLA-V
9847	HLA-W
9848	HLA-X
9849	HLA-Z
9850	HLCS
9851	HLF
9852	HLN2
9853	HLTF
9854	HLX
9855	HM13
9856	HMBOX1
9857	HMBS
9858	HMCN1
9859	HMCN2
9860	HMG20A
9861	HMG20B
9862	HMGA1
9863	HMGA1P1
9864	HMGA1P2
9865	HMGA1P3
9866	HMGA1P4
9867	HMGA1P5
9868	HMGA1P6
9869	HMGA1P7
9870	HMGA2
9871	HMGB1
9872	HMGB1P1
9873	HMGB1P10
9874	HMGB1P14
9875	HMGB1P15
9876	HMGB1P16
9877	HMGB1P18
9878	HMGB1P25
9879	HMGB1P26
9880	HMGB1P3
9881	HMGB1P4
9882	HMGB1P40
9883	HMGB1P5
9884	HMGB1P6
9885	HMGB1P8
9886	HMGB1P9
9887	HMGB2
9888	HMGB2P1
9889	HMGB3
9890	HMGB3P1
9891	HMGB3P11
9892	HMGB3P13
9893	HMGB3P15
9894	HMGB3P18
9895	HMGB3P19
9896	HMGB3P2
9897	HMGB3P20
9898	HMGB3P22
9899	HMGB3P24
9900	HMGB3P27
9901	HMGB3P30
9902	HMGB3P31
9903	HMGB3P5
9904	HMGB3P6
9905	HMGB4
9906	HMGCL
9907	HMGCLL1
9908	HMGCR
9909	HMGCS1
9910	HMGCS2
9911	HMGN1
9912	HMGN1P1
9913	HMGN1P11
9914	HMGN1P2
9915	HMGN1P21
9916	HMGN1P31
9917	HMGN1P36
9918	HMGN1P37
9919	HMGN1P38
9920	HMGN2
9921	HMGN2P1
9922	HMGN2P10
9923	HMGN2P11
9924	HMGN2P12
9925	HMGN2P16
9926	HMGN2P2
9927	HMGN2P24
9928	HMGN2P25
9929	HMGN2P3
9930	HMGN2P31
9931	HMGN2P4
9932	HMGN2P41
9933	HMGN2P46
9934	HMGN2P5
9935	HMGN2P6
9936	HMGN2P7
9937	HMGN2P9
9938	HMGN3
9939	HMGN4
9940	HMGN5
9941	HMGXB3
9942	HMGXB4
9943	HMHA1
9944	HMHB1
9945	HMMR
9946	HMN7A
9947	HMNJ
9948	HMOX1
9949	HMOX2
9950	HMP19
9951	HMSD
9952	HMSNO
9953	HMU
9954	HMX1
9955	HMX2
9956	HMX3
9957	HN1
9958	HN1L
9959	HNB1
9960	HNF1A
9961	HNF1B
9962	HNF4A
9963	HNF4G
9964	HNMT
9965	HNP1
9966	HNRNPA0
9967	HNRNPA1
9968	HNRNPA1L2
9969	HNRNPA1P1
9970	HNRNPA1P10
9971	HNRNPA1P12
9972	HNRNPA1P16
9973	HNRNPA1P2
9974	HNRNPA1P20
9975	HNRNPA1P21
9976	HNRNPA1P22
9977	HNRNPA1P26
9978	HNRNPA1P27
9979	HNRNPA1P28
9980	HNRNPA1P3
9981	HNRNPA1P30
9982	HNRNPA1P4
9983	HNRNPA1P6
9984	HNRNPA1P8
9985	HNRNPA2B1
9986	HNRNPA3
9987	HNRNPA3P1
9988	HNRNPA3P3
9989	HNRNPA3P4
9990	HNRNPAB
9991	HNRNPC
9992	HNRNPCL1
9993	HNRNPD
9994	HNRNPDP
9995	HNRNPF
9996	HNRNPH1
9997	HNRNPH2
9998	HNRNPH3
9999	HNRNPK
10000	HNRNPKP1
10001	HNRNPKP2
10002	HNRNPKP3
10003	HNRNPKP4
10004	HNRNPL
10005	HNRNPM
10006	HNRNPR
10007	HNRNPU
10008	HNRNPU-AS1
10009	HNRNPUL1
10010	HNRNPUL2
10011	HNRPCP
10012	HNRPDL
10013	HNRPLL
10014	HNRPUP
10015	HOGA1
10016	HOMER1
10017	HOMER2
10018	HOMER3
10019	HOMEZ
10020	HOOK1
10021	HOOK2
10022	HOOK3
10023	HOPX
10024	HORMAD1
10025	HORMAD2
10026	HOTAIR
10027	HOTTIP
10028	HOXA1
10029	HOXA10
10030	HOXA11
10031	HOXA11-AS1
10032	HOXA13
10033	HOXA2
10034	HOXA3
10035	HOXA4
10036	HOXA5
10037	HOXA6
10038	HOXA7
10039	HOXA9
10040	HOXA@
10041	HOXB1
10042	HOXB13
10043	HOXB13-AS1
10044	HOXB2
10045	HOXB3
10046	HOXB4
10047	HOXB5
10048	HOXB6
10049	HOXB7
10050	HOXB8
10051	HOXB9
10052	HOXB@
10053	HOXC10
10054	HOXC11
10055	HOXC12
10056	HOXC13
10057	HOXC4
10058	HOXC5
10059	HOXC6
10060	HOXC8
10061	HOXC9
10062	HOXC@
10063	HOXD1
10064	HOXD10
10065	HOXD11
10066	HOXD12
10067	HOXD13
10068	HOXD3
10069	HOXD4
10070	HOXD8
10071	HOXD9
10072	HOXD@
10073	HP
10074	HP1BP3
10075	HPC3
10076	HPC4
10077	HPC5
10078	HPCA
10079	HPCAL1
10080	HPCAL4
10081	HPCQTL19
10082	HPCX
10083	HPD
10084	HPDL
10085	HPE1
10086	HPE6
10087	HPE8
10088	HPFH
10089	HPFH2
10090	HPGD
10091	HPGDS
10092	HPLH1
10093	HPN
10094	HPR
10095	HPRT1
10096	HPRTP2
10097	HPRTP3
10098	HPRTP4
10099	HPS1
10100	HPS3
10101	HPS4
10102	HPS5
10103	HPS6
10104	HPSE
10105	HPSE2
10106	HPT
10107	HPV18I1
10108	HPV18I2
10109	HPV6AI1
10110	HPVC1
10111	HPX
10112	HPYR1
10113	HR
10114	HR44
10115	HRAS
10116	HRASLS
10117	HRASLS2
10118	HRASLS5
10119	HRC
10120	HRCT1
10121	HRES1
10122	HRG
10123	HRH1
10124	HRH2
10125	HRH3
10126	HRH4
10127	HRK
10128	HRNR
10129	HRPT1
10130	HRSP12
10131	HRX
10132	HS1BP3
10133	HS2ST1
10134	HS3ST1
10135	HS3ST2
10136	HS3ST3A1
10137	HS3ST3B1
10138	HS3ST4
10139	HS3ST5
10140	HS3ST6
10141	HS6ST1
10142	HS6ST1P1
10143	HS6ST2
10144	HS6ST3
10145	HSAJ2425
10146	HSBP1
10147	HSBP1L1
10148	HSBP1P1
10149	HSCB
10150	HSCRS2
10151	HSCRS3
10152	HSD11B1
10153	HSD11B1L
10154	HSD11B2
10155	HSD17B1
10156	HSD17B10
10157	HSD17B11
10158	HSD17B12
10159	HSD17B13
10160	HSD17B14
10161	HSD17B1P1
10162	HSD17B2
10163	HSD17B3
10164	HSD17B4
10165	HSD17B6
10166	HSD17B7
10167	HSD17B7P1
10168	HSD17B7P2
10169	HSD17B8
10170	HSD3B1
10171	HSD3B2
10172	HSD3B7
10173	HSD3BP1
10174	HSD3BP2
10175	HSD3BP3
10176	HSD3BP4
10177	HSD3BP5
10178	HSD52
10179	HSDL1
10180	HSDL2
10181	HSF1
10182	HSF2
10183	HSF2BP
10184	HSF4
10185	HSF5
10186	HSFX1
10187	HSFX2
10188	HSFY1
10189	HSFY1P1
10190	HSFY2
10191	HSFY3P
10192	HSFY4P
10193	HSH2D
10194	HSN1B
10195	HSP90AA1
10196	HSP90AA2
10197	HSP90AA3P
10198	HSP90AA4P
10199	HSP90AA5P
10200	HSP90AA6P
10201	HSP90AB1
10202	HSP90AB2P
10203	HSP90AB3P
10204	HSP90AB4P
10205	HSP90AB5P
10206	HSP90AB6P
10207	HSP90B1
10208	HSP90B2P
10209	HSP90B3P
10210	HSPA12A
10211	HSPA12B
10212	HSPA13
10213	HSPA14
10214	HSPA1A
10215	HSPA1B
10216	HSPA1L
10217	HSPA2
10218	HSPA4
10219	HSPA4L
10220	HSPA5
10221	HSPA6
10222	HSPA7
10223	HSPA8
10224	HSPA8P1
10225	HSPA9
10226	HSPA9P1
10227	HSPB1
10228	HSPB11
10229	HSPB1P1
10230	HSPB1P2
10231	HSPB2
10232	HSPB3
10233	HSPB6
10234	HSPB7
10235	HSPB8
10236	HSPB9
10237	HSPBAP1
10238	HSPBP1
10239	HSPC047
10240	HSPC072
10241	HSPD1
10242	HSPD1P1
10243	HSPD1P10
10244	HSPD1P12
10245	HSPD1P15
10246	HSPD1P2
10247	HSPD1P3
10248	HSPD1P4
10249	HSPD1P5
10250	HSPD1P6
10251	HSPD1P7
10252	HSPD1P8
10253	HSPD1P9
10254	HSPE1
10255	HSPE1P1
10256	HSPE1P2
10257	HSPG2
10258	HSPH1
10259	HSR
10260	HT
10261	HTA
10262	HTATIP2
10263	HTATSF1
10264	HTATSF1P1
10265	HTATSF1P2
10266	HTC2
10267	HTGS
10268	HTLVR
10269	HTN1
10270	HTN3
10271	HTNB
10272	HTR1A
10273	HTR1B
10274	HTR1D
10275	HTR1E
10276	HTR1F
10277	HTR2A
10278	HTR2B
10279	HTR2C
10280	HTR3A
10281	HTR3B
10282	HTR3C
10283	HTR3D
10284	HTR3E
10285	HTR4
10286	HTR5A
10287	HTR5BP
10288	HTR6
10289	HTR7
10290	HTR7P1
10291	HTRA1
10292	HTRA2
10293	HTRA3
10294	HTRA4
10295	HTS
10296	HTT
10297	HTX3
10298	HULC
10299	HUMBINDC
10300	HUNK
10301	HUS1
10302	HUS1B
10303	HUWE1
10304	HVBS7
10305	HVBS8
10306	HVCN1
10307	HYAL1
10308	HYAL2
10309	HYAL3
10310	HYAL4
10311	HYALP
10312	HYALP1
10313	HYD2
10314	HYDIN
10315	HYDIN2
10316	HYI
10317	HYLS1
10318	HYMAI
10319	HYOU1
10320	HYPLIP2
10321	HYT1
10322	HYT2
10323	HYT3
10324	HYT4
10325	IAH1
10326	IAPP
10327	IARS
10328	IARS2
10329	IBA57
10330	IBD2
10331	IBD3
10332	IBD4
10333	IBD5
10334	IBD6
10335	IBD7
10336	IBD8
10337	IBD9
10338	IBGC1
10339	IBM3
10340	IBSP
10341	IBTK
10342	ICA1
10343	ICA1L
10344	ICAM1
10345	ICAM2
10346	ICAM3
10347	ICAM4
10348	ICAM5
10349	ICCA
10350	ICK
10351	ICMT
10352	ICOS
10353	ICOSLG
10354	ICT1
10355	ID1
10356	ID2
10357	ID2B
10358	ID3
10359	ID4
10360	IDAS
10361	IDDM10
10362	IDDM11
10363	IDDM13
10364	IDDM14
10365	IDDM15
10366	IDDM16
10367	IDDM17
10368	IDDM18
10369	IDDM2
10370	IDDM3
10371	IDDM4
10372	IDDM6
10373	IDDM7
10374	IDDM8
10375	IDDM9
10376	IDDMX
10377	IDE
10378	IDH1
10379	IDH2
10380	IDH3A
10381	IDH3B
10382	IDH3G
10383	IDI1
10384	IDI2
10385	IDI2-AS1
10386	IDO1
10387	IDO2
10388	IDS
10389	IDSP1
10390	IDUA
10391	IER2
10392	IER3
10393	IER3IP1
10394	IER5
10395	IER5L
10396	IFFO1
10397	IFFO2
10398	IFI16
10399	IFI27
10400	IFI27L1
10401	IFI27L2
10402	IFI30
10403	IFI35
10404	IFI44
10405	IFI44L
10406	IFI6
10407	IFIH1
10408	IFIT1
10409	IFIT1B
10410	IFIT1P1
10411	IFIT2
10412	IFIT3
10413	IFIT5
10414	IFITM1
10415	IFITM10
10416	IFITM2
10417	IFITM3
10418	IFITM4P
10419	IFITM5
10420	IFITM8P
10421	IFITM9P
10422	IFLTD1
10423	IFN1@
10424	IFNA1
10425	IFNA10
10426	IFNA12P
10427	IFNA13
10428	IFNA14
10429	IFNA16
10430	IFNA17
10431	IFNA2
10432	IFNA21
10433	IFNA22P
10434	IFNA4
10435	IFNA5
10436	IFNA6
10437	IFNA7
10438	IFNA8
10439	IFNAR1
10440	IFNAR2
10441	IFNB1
10442	IFNE
10443	IFNG
10444	IFNGR1
10445	IFNGR2
10446	IFNK
10447	IFNNP1
10448	IFNW1
10449	IFNWP15
10450	IFNWP18
10451	IFNWP19
10452	IFNWP2
10453	IFNWP5
10454	IFNWP9
10455	IFRD1
10456	IFRD2
10457	IFT122
10458	IFT140
10459	IFT172
10460	IFT20
10461	IFT27
10462	IFT43
10463	IFT46
10464	IFT52
10465	IFT57
10466	IFT74
10467	IFT80
10468	IFT81
10469	IFT88
10470	IGAD1
10471	IGAN
10472	IGAT
10473	IGBP1
10474	IGDCC3
10475	IGDCC4
10476	IGES
10477	IGF1
10478	IGF1R
10479	IGF2
10480	IGF2-AS
10481	IGF2BP1
10482	IGF2BP2
10483	IGF2BP3
10484	IGF2R
10485	IGFALS
10486	IGFBP1
10487	IGFBP2
10488	IGFBP3
10489	IGFBP4
10490	IGFBP5
10491	IGFBP6
10492	IGFBP7
10493	IGFBPL1
10494	IGFL1
10495	IGFL1P1
10496	IGFL1P2
10497	IGFL2
10498	IGFL3
10499	IGFL4
10500	IGFLR1
10501	IGFN1
10502	IGH@
10503	IGHA1
10504	IGHA2
10505	IGHD
10506	IGHD1-1
10507	IGHD1-14
10508	IGHD1-20
10509	IGHD1-26
10510	IGHD1-7
10511	IGHD1OR15-1A
10512	IGHD1OR15-1B
10513	IGHD2-15
10514	IGHD2-2
10515	IGHD2-21
10516	IGHD2-8
10517	IGHD2OR15-2A
10518	IGHD2OR15-2B
10519	IGHD3-10
10520	IGHD3-16
10521	IGHD3-22
10522	IGHD3-3
10523	IGHD3-9
10524	IGHD3OR15-3A
10525	IGHD3OR15-3B
10526	IGHD4-11
10527	IGHD4-17
10528	IGHD4-23
10529	IGHD4-4
10530	IGHD4OR15-4A
10531	IGHD4OR15-4B
10532	IGHD5-12
10533	IGHD5-18
10534	IGHD5-24
10535	IGHD5-5
10536	IGHD5OR15-5A
10537	IGHD5OR15-5B
10538	IGHD6-13
10539	IGHD6-19
10540	IGHD6-25
10541	IGHD6-6
10542	IGHD7-27
10543	IGHD@
10544	IGHDOR15@
10545	IGHE
10546	IGHEP1
10547	IGHEP2
10548	IGHG1
10549	IGHG2
10550	IGHG3
10551	IGHG4
10552	IGHGP
10553	IGHJ1
10554	IGHJ1P
10555	IGHJ2
10556	IGHJ2P
10557	IGHJ3
10558	IGHJ3P
10559	IGHJ4
10560	IGHJ5
10561	IGHJ6
10562	IGHJ@
10563	IGHM
10564	IGHMBP2
10565	IGHV1-12
10566	IGHV1-14
10567	IGHV1-17
10568	IGHV1-18
10569	IGHV1-2
10570	IGHV1-24
10571	IGHV1-3
10572	IGHV1-45
10573	IGHV1-46
10574	IGHV1-58
10575	IGHV1-67
10576	IGHV1-68
10577	IGHV1-69
10578	IGHV1-8
10579	IGHV1-C
10580	IGHV1-F
10581	IGHV1OR15-1
10582	IGHV1OR15-2
10583	IGHV1OR15-3
10584	IGHV1OR15-4
10585	IGHV1OR15-5
10586	IGHV1OR15-6
10587	IGHV1OR15-9
10588	IGHV1OR16-1
10589	IGHV1OR16-2
10590	IGHV1OR16-3
10591	IGHV1OR16-4
10592	IGHV1OR21-1
10593	IGHV2-10
10594	IGHV2-26
10595	IGHV2-5
10596	IGHV2-70
10597	IGHV2OR16-5
10598	IGHV3-11
10599	IGHV3-13
10600	IGHV3-15
10601	IGHV3-16
10602	IGHV3-19
10603	IGHV3-20
10604	IGHV3-21
10605	IGHV3-22
10606	IGHV3-23
10607	IGHV3-25
10608	IGHV3-29
10609	IGHV3-30
10610	IGHV3-30-2
10611	IGHV3-30-3
10612	IGHV3-30-5
10613	IGHV3-32
10614	IGHV3-33
10615	IGHV3-33-2
10616	IGHV3-35
10617	IGHV3-36
10618	IGHV3-37
10619	IGHV3-38
10620	IGHV3-41
10621	IGHV3-42
10622	IGHV3-43
10623	IGHV3-47
10624	IGHV3-48
10625	IGHV3-49
10626	IGHV3-50
10627	IGHV3-52
10628	IGHV3-53
10629	IGHV3-54
10630	IGHV3-57
10631	IGHV3-6
10632	IGHV3-60
10633	IGHV3-62
10634	IGHV3-63
10635	IGHV3-64
10636	IGHV3-65
10637	IGHV3-66
10638	IGHV3-7
10639	IGHV3-71
10640	IGHV3-72
10641	IGHV3-73
10642	IGHV3-74
10643	IGHV3-75
10644	IGHV3-76
10645	IGHV3-79
10646	IGHV3-9
10647	IGHV3-D
10648	IGHV3-H
10649	IGHV3OR15-7
10650	IGHV3OR16-10
10651	IGHV3OR16-11
10652	IGHV3OR16-12
10653	IGHV3OR16-13
10654	IGHV3OR16-14
10655	IGHV3OR16-15
10656	IGHV3OR16-16
10657	IGHV3OR16-6
10658	IGHV3OR16-7
10659	IGHV3OR16-8
10660	IGHV3OR16-9
10661	IGHV4-28
10662	IGHV4-30-1
10663	IGHV4-30-2
10664	IGHV4-30-4
10665	IGHV4-31
10666	IGHV4-34
10667	IGHV4-39
10668	IGHV4-4
10669	IGHV4-55
10670	IGHV4-59
10671	IGHV4-61
10672	IGHV4-80
10673	IGHV4-B
10674	IGHV4OR15-8
10675	IGHV5-51
10676	IGHV5-78
10677	IGHV5-A
10678	IGHV6-1
10679	IGHV7-27
10680	IGHV7-34-1
10681	IGHV7-4-1
10682	IGHV7-40
10683	IGHV7-56
10684	IGHV7-81
10685	IGHV@
10686	IGHVII-1-1
10687	IGHVII-15-1
10688	IGHVII-20-1
10689	IGHVII-22-1
10690	IGHVII-26-2
10691	IGHVII-28-1
10692	IGHVII-30-1
10693	IGHVII-31-1
10694	IGHVII-33-1
10695	IGHVII-40-1
10696	IGHVII-43-1
10697	IGHVII-44-2
10698	IGHVII-46-1
10699	IGHVII-49-1
10700	IGHVII-51-2
10701	IGHVII-53-1
10702	IGHVII-60-1
10703	IGHVII-62-1
10704	IGHVII-65-1
10705	IGHVII-67-1
10706	IGHVII-74-1
10707	IGHVII-78-1
10708	IGHVIII-11-1
10709	IGHVIII-13-1
10710	IGHVIII-16-1
10711	IGHVIII-2-1
10712	IGHVIII-22-2
10713	IGHVIII-25-1
10714	IGHVIII-26-1
10715	IGHVIII-38-1
10716	IGHVIII-44
10717	IGHVIII-47-1
10718	IGHVIII-5-1
10719	IGHVIII-5-2
10720	IGHVIII-51-1
10721	IGHVIII-67-2
10722	IGHVIII-67-3
10723	IGHVIII-67-4
10724	IGHVIII-76-1
10725	IGHVIII-82
10726	IGHVIV-44-1
10727	IGIP
10728	IGJ
10729	IGJP1
10730	IGK@
10731	IGKC
10732	IGKDEL
10733	IGKJ1
10734	IGKJ2
10735	IGKJ3
10736	IGKJ4
10737	IGKJ5
10738	IGKJ@
10739	IGKV1-12
10740	IGKV1-13
10741	IGKV1-16
10742	IGKV1-17
10743	IGKV1-22
10744	IGKV1-27
10745	IGKV1-32
10746	IGKV1-33
10747	IGKV1-35
10748	IGKV1-37
10749	IGKV1-39
10750	IGKV1-5
10751	IGKV1-6
10752	IGKV1-8
10753	IGKV1-9
10754	IGKV1D-12
10755	IGKV1D-13
10756	IGKV1D-16
10757	IGKV1D-17
10758	IGKV1D-22
10759	IGKV1D-27
10760	IGKV1D-32
10761	IGKV1D-33
10762	IGKV1D-35
10763	IGKV1D-37
10764	IGKV1D-39
10765	IGKV1D-42
10766	IGKV1D-43
10767	IGKV1D-8
10768	IGKV1OR-3
10769	IGKV1OR1-1
10770	IGKV1OR2-0
10771	IGKV1OR2-108
10772	IGKV1OR2-118
10773	IGKV1OR22-1
10774	IGKV1OR22-5
10775	IGKV1ORY-1
10776	IGKV2-10
10777	IGKV2-14
10778	IGKV2-18
10779	IGKV2-19
10780	IGKV2-23
10781	IGKV2-24
10782	IGKV2-26
10783	IGKV2-28
10784	IGKV2-29
10785	IGKV2-30
10786	IGKV2-36
10787	IGKV2-38
10788	IGKV2-4
10789	IGKV2-40
10790	IGKV2D-10
10791	IGKV2D-14
10792	IGKV2D-18
10793	IGKV2D-19
10794	IGKV2D-23
10795	IGKV2D-24
10796	IGKV2D-26
10797	IGKV2D-28
10798	IGKV2D-29
10799	IGKV2D-30
10800	IGKV2D-36
10801	IGKV2D-38
10802	IGKV2D-40
10803	IGKV2OR2-2
10804	IGKV2OR22-3
10805	IGKV2OR22-4
10806	IGKV3-11
10807	IGKV3-15
10808	IGKV3-20
10809	IGKV3-25
10810	IGKV3-31
10811	IGKV3-34
10812	IGKV3-7
10813	IGKV3D-11
10814	IGKV3D-15
10815	IGKV3D-20
10816	IGKV3D-25
10817	IGKV3D-31
10818	IGKV3D-34
10819	IGKV3D-7
10820	IGKV3OR2-268
10821	IGKV3OR22-2
10822	IGKV4-1
10823	IGKV5-2
10824	IGKV6-21
10825	IGKV6D-21
10826	IGKV6D-41
10827	IGKV7-3
10828	IGKV@
10829	IGL@
10830	IGLC1
10831	IGLC2
10832	IGLC3
10833	IGLC4
10834	IGLC5
10835	IGLC6
10836	IGLC7
10837	IGLC@
10838	IGLCOR22-1
10839	IGLCOR22-2
10840	IGLJ1
10841	IGLJ2
10842	IGLJ3
10843	IGLJ4
10844	IGLJ5
10845	IGLJ6
10846	IGLJ7
10847	IGLJ@
10848	IGLJCOR18
10849	IGLL1
10850	IGLL2P
10851	IGLL3P
10852	IGLL5
10853	IGLON5
10854	IGLP1
10855	IGLP2
10856	IGLV1-36
10857	IGLV1-40
10858	IGLV1-41
10859	IGLV1-44
10860	IGLV1-47
10861	IGLV1-50
10862	IGLV1-51
10863	IGLV1-62
10864	IGLV10-54
10865	IGLV10-67
10866	IGLV11-55
10867	IGLV2-11
10868	IGLV2-14
10869	IGLV2-18
10870	IGLV2-23
10871	IGLV2-28
10872	IGLV2-33
10873	IGLV2-34
10874	IGLV2-5
10875	IGLV2-8
10876	IGLV3-1
10877	IGLV3-10
10878	IGLV3-12
10879	IGLV3-13
10880	IGLV3-15
10881	IGLV3-16
10882	IGLV3-17
10883	IGLV3-19
10884	IGLV3-2
10885	IGLV3-21
10886	IGLV3-22
10887	IGLV3-24
10888	IGLV3-25
10889	IGLV3-26
10890	IGLV3-27
10891	IGLV3-29
10892	IGLV3-30
10893	IGLV3-31
10894	IGLV3-32
10895	IGLV3-4
10896	IGLV3-6
10897	IGLV3-7
10898	IGLV3-9
10899	IGLV4-3
10900	IGLV4-60
10901	IGLV4-69
10902	IGLV5-37
10903	IGLV5-39
10904	IGLV5-45
10905	IGLV5-48
10906	IGLV5-52
10907	IGLV6-57
10908	IGLV7-35
10909	IGLV7-43
10910	IGLV7-46
10911	IGLV8-61
10912	IGLV8OR8-1
10913	IGLV9-49
10914	IGLV@
10915	IGLVI-20
10916	IGLVI-38
10917	IGLVI-42
10918	IGLVI-56
10919	IGLVI-63
10920	IGLVI-68
10921	IGLVI-70
10922	IGLVIV-53
10923	IGLVIV-59
10924	IGLVIV-64
10925	IGLVIV-65
10926	IGLVIV-66-1
10927	IGLVIVOR22-1
10928	IGLVIVOR22-2
10929	IGLVV-58
10930	IGLVV-66
10931	IGLVVI-22-1
10932	IGLVVI-25-1
10933	IGLVVII-41-1
10934	IGSF1
10935	IGSF10
10936	IGSF11
10937	IGSF11-AS1
10938	IGSF21
10939	IGSF22
10940	IGSF23
10941	IGSF3
10942	IGSF5
10943	IGSF6
10944	IGSF8
10945	IGSF9
10946	IGSF9B
10947	IHH
10948	IK
10949	IKBIP
10950	IKBKAP
10951	IKBKB
10952	IKBKE
10953	IKBKG
10954	IKZF1
10955	IKZF2
10956	IKZF3
10957	IKZF4
10958	IKZF5
10959	IL10
10960	IL10RA
10961	IL10RB
10962	IL11
10963	IL11RA
10964	IL12A
10965	IL12B
10966	IL12RB1
10967	IL12RB2
10968	IL13
10969	IL13RA1
10970	IL13RA2
10971	IL14
10972	IL15
10973	IL15RA
10974	IL16
10975	IL17A
10976	IL17B
10977	IL17C
10978	IL17D
10979	IL17F
10980	IL17RA
10981	IL17RB
10982	IL17RC
10983	IL17RD
10984	IL17RE
10985	IL17REL
10986	IL18
10987	IL18BP
